Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Main Image,Thumbnail_Image,Gallery_Image 1,Gallery_Image 2,Gallery_Image 3
Okanda Beach and Temple,Ampara,"A sacred Hindu pilgrimage site at the edge of Kumana National Park, visited by devotees of Murugan. Also popular among surfers for its wild, scenic beach.",Eastern,Religious/Beach/Scenic,2,-,-,-,-,-,Yes,6.628766594,81.77084187,,,,,
Sastrawela Maninaga Pabbatha Viharaya,Ampara,"An ancient monastery nestled amidst forests, with links to early Buddhist history. The ruins blend seamlessly with the natural rock landscape.",Eastern,Religious/Archaeological,2,-,-,-,-,-,Yes,6.813234708,81.81764508,,,,,
Okanda Murugan Kovil,Ampara,"A vibrant Hindu temple perched on a rocky hill, serving as a key station during the Kataragama Pada Yatra pilgrimage. Surrounded by ocean and forest views.",Eastern,Religious/Scenic,1,-,-,-,-,-,Yes,6.62951884,81.76716041,,,,,
Veheragala Raja Maha Viharaya,Ampara,A peaceful Buddhist temple with ancient relics and a serene environment. Ideal for meditation and historical appreciation.,Eastern,Religious/Historical,1,-,-,-,-,-,Yes,7.301567623,80.56298699,,,,,
Tharulengala Forest Monastery,Ampara,"A forest hermitage offering quietude, surrounded by nature and frequented by meditating monks. Historical ruins dot the forest paths.",Eastern,Religious/Nature,2,-,-,-,-,-,Yes,6.928716654,81.6546714,,,,,
Pulukunawa Ancient Site,Ampara,A lesser-known archaeological site featuring ancient stonework and ruins from a bygone era. Surrounded by natural dry zone beauty.,Eastern,Historical/Archaeological,2,-,-,-,-,-,Yes,7.529805,81.6242302,,,,,
Iginiyagala Dam,Ampara,A major irrigation and hydro-electric structure with panoramic views of Gal Oya Reservoir. Ideal for engineering enthusiasts and nature lovers alike.,Eastern,Scenic/Engineering,1,-,-,-,-,-,Yes,7.214039096,81.54318717,,,,,
Galmaduwa Wewa,Ampara,"A calm reservoir surrounded by greenery, great for birdwatching and quiet relaxation. Local fishermen often seen using traditional methods.",Eastern,Nature/Lake,1,-,-,-,-,-,Yes,8.134918338,80.45082232,,,,,
Irrakkamam Reservoir,Ampara,"A man-made reservoir with a peaceful atmosphere, supporting agriculture and attracting local fauna. Often visited for nature photography.",Eastern,Nature/Lake,1,-,-,-,-,-,Yes,7.257427081,81.72544956,,,,,
Ampara Tank,Ampara,"One of the main tanks in the district, essential for farming and irrigation. Offers wide open views and quiet natural surroundings.",Eastern,Nature/Lake/Utility,1,-,-,-,-,-,Yes,7.286311995,81.66294913,,,,,
Wadinagala View Point,Ampara,"A hilltop viewpoint providing a panoramic view of Ampara’s countryside, lakes, and farmlands. Ideal for sunrise or sunset viewing.",Eastern,Scenic/Viewpoint,2,-,-,-,-,-,Yes,7.139075298,81.55159261,,,,,
Panama Village,Ampara,"A coastal village rich in local traditions, farming lifestyles, and spiritual customs. Known for its warm community and natural simplicity.",Eastern,Cultural/Village,2,-,-,-,-,-,Yes,6.753762373,81.81530373,,,,,
Kotaveheragala,Ampara,An ancient stupa built on a rock platform with historical inscriptions and artifacts. Located within a quiet jungle setting.,Eastern,Religious/Historical,2,-,-,-,-,-,Yes,6.779363935,81.12123705,,,,,
Kudumbigala Monastery,Ampara,"A centuries-old Buddhist monastic complex with rock caves, inscriptions, and jungle trails. Offers panoramic views from its summit.",Eastern,Religious/Historical,3,-,-,-,-,-,Yes,6.672334536,81.74865946,,,,,
Kanchikudicharu Tank,Ampara,"A tranquil tank surrounded by rural greenery, important for irrigation and local biodiversity. Great for fishing and birdwatching.",Eastern,Nature/Lake,1,-,-,-,-,-,Yes,7.044091357,81.7736818,,,,,
Serankada Ancient Site,Ampara,Historic ruins including rock inscriptions and structures buried within dense bushland. A site for quiet archaeological exploration.,Eastern,Historical/Archaeological,2,-,-,-,-,-,Yes,7.453166771,81.27944649,,,,,
Thambiluvil Lagoon,Ampara,A biodiverse coastal lagoon teeming with birdlife and mangrove forests. Local fishermen use traditional canoes for shrimp and crab collection.,Eastern,Nature/Lagoon,2,-,-,-,-,-,Yes,7.164829643,81.85992363,,,,,
Akkaraipattu Beach,Ampara,"A lesser-known sandy beach with gentle waves and low footfall, ideal for peaceful escapes. Surrounded by coconut groves and fishing villages.",Eastern,Beach,2,-,-,-,-,-,Yes,7.224573866,81.8621282,,,,,
Addalachchenai Beach,Ampara,"A charming and calm coastal strip with golden sands, attracting locals for family outings. Also known for fishing boats and sea breeze relaxation.",Eastern,Beach,2,-,-,-,-,-,Yes,7.234957905,81.8614845,,,,,
Bundala National Park,Hambanthota,"A UNESCO biosphere reserve known for its wetlands and migratory birds. Flamingos, crocodiles, and elephants are among the highlights.",Southern,Wildlife/Nature,3,1500,750,100,50,50,No,6.19928895,81.21051495,,,,,
Yala National Park (southern edge),Hambanthota,"Sri Lanka’s most famous national park, home to leopards, elephants, and diverse ecosystems. The southern edge touches the Hambantota border.",Southern,Wildlife/Nature,4,3000,1500,100,50,50,No,6.464227809,81.4718847,,,,,
Ridiyagama Safari Park,Hambanthota,"A drive-through zoo with African lions, elephants, and zebras in open enclosures. Offers a guided safari-style experience in southern Sri Lanka.",Southern,Wildlife/Adventure,3,1500,1000,500,250,100,No,6.246042362,80.98347609,,,,,
Mirijjawila Botanical Garden,Hambanthota,A dry zone botanical garden showcasing native drought-tolerant flora. Also features medicinal plants and shaded walking paths.,Southern,Botanical/Nature,2,1000,500,100,50,30,No,6.153688274,81.06606473,,,,,
Hummanaya Blowhole,Hambanthota,"The only known blowhole in Sri Lanka, spouting seawater up to 25 meters into the air. It's a rare geological feature and a local spectacle.",Southern,Scenic/Nature,1,-,-,50,25,20,No,5.977765733,80.73875644,,,,,
Hambantota Lighthouse,Hambanthota,A charming colonial-era lighthouse overlooking the coast. Still operational and surrounded by peaceful sea views.,Southern,Historical/Scenic,1,-,-,-,-,-,Yes,6.122268414,81.12725691,,,,,
Martello Tower,Hambanthota,"A small circular fort built during the colonial era, now functioning as a fisheries museum. It showcases local maritime heritage and weapons.",Southern,Historical/Museum,1,-,-,-,-,-,Yes,6.122226741,81.12683646,,,,,
Ramba Vihara (Mulkirigala Region),Hambanthota,"An ancient temple complex with stupas, shrines, and inscriptions nestled among paddy fields. It is linked to the Ruhuna Kingdom era.",Southern,Religious/Historical,2,-,-,-,-,-,Yes,6.195415757,80.94944038,,,,,
Naigala Raja Maha Viharaya,Hambanthota,A hilltop Buddhist temple with panoramic views and cave inscriptions dating back over a thousand years. A tranquil site with spiritual and archaeological value.,Southern,Religious/Historical,2,-,-,-,-,-,Yes,6.148899176,80.78430936,,,,,
Hambantota Beach,Hambanthota,A calm and quiet beach stretch ideal for peaceful sunsets and sea breeze strolls. Less crowded and maintained naturally.,Southern,Beach,1,-,-,-,-,-,Yes,6.122099903,81.1303639,,,,,
Ussangoda,Hambanthota,"A red soil coastal plateau shrouded in mythology, believed to be scorched by Ravana's chariot. A nesting ground for sea turtles and scenic cliffside views.",Southern,Nature/Mythology,2,-,-,-,-,-,Yes,6.099249166,80.98746651,,,,,
Kirinda Beach & Temple,Hambanthota,A seaside temple built on rocks with legends of Queen Viharamahadevi. Offers breathtaking ocean views and a peaceful spiritual setting.,Southern,Religious/Scenic,2,-,-,-,-,-,Yes,6.214320007,81.33500864,,,,,
Tangalle & Rekawa Beach,Hambanthota,"Tangalle is ideal for relaxed beach stays, while Rekawa is a turtle conservation zone. Nighttime turtle watching is a popular eco-activity.",Southern,Beach/Nature,3,-,-,-,-,-,Yes,6.044119393,80.86054839,,,,,
Mahapelessa / Madunagala Hot Springs,Hambanthota,Natural hot water springs with bathing wells said to have healing properties. Located in a tranquil rural setting.,Southern,Wellness/Nature,2,500,250,50,20,20,No,6.254014469,80.98171454,,,,,
Weerawila Bird Sanctuary,Hambanthota,A wetland sanctuary attracting hundreds of bird species including migratory visitors. Ideal for birdwatchers and photographers.,Southern,Wildlife/Nature,2,-,-,-,-,-,Yes,6.304190166,81.26422418,,,,,
Walawe River Safari,Hambanthota,"A boat safari along the Walawe River offering views of crocodiles, birds, and elephants. Peaceful and ideal for early mornings or sunsets.",Southern,Wildlife/Adventure,2,2500,1250,500,250,200,No,6.112203486,81.02473825,,,,,
Hambantota Harbour & Port Area,Hambanthota,A massive modern deep-sea port contributing to international trade. The surrounding area includes scenic roads and industrial development.,Southern,Scenic/Infrastructure,1,-,-,-,-,-,Yes,6.121303066,81.09814389,,,,,
Kataragama (nearby pilgrimage town),Hambanthota,"A multi-religious sacred city visited by Buddhists, Hindus, and Muslims. Hosts an annual perahera and ancient shrines.",Southern,Religious/Cultural,3,-,-,-,-,-,Yes,6.424220057,81.33224975,,,,,
Pinnawala Elephant Orphanage,Kegalle,"A renowned elephant care center housing orphaned and injured elephants. Visitors can watch feedings, river baths, and learn about conservation.",Sabaragamuwa,Wildlife/Conservation,2,3000,1500,200,100,100,No,7.301163106,80.38808252,,,,,
Millennium Elephant Foundation,Kegalle,A nonprofit working for elephant welfare through ethical interactions. Offers walking safaris with elephants and education on humane care.,Sabaragamuwa,Wildlife/Education,2,2000,1000,150,75,75,No,7.275329584,80.38356282,,,,,
Asupini Ella (Waterfall),Kegalle,A scenic waterfall cascading down rocky ledges with a tragic folklore. The area is peaceful and great for photography and relaxation.,Central,Scenic/Nature,1,-,-,-,-,-,Yes,7.118732238,80.48355739,,,,,
Bible Rock (Batalegala),Kegalle,"A flat-topped mountain resembling a book, popular for hiking and panoramic views. The summit offers sweeping views of surrounding valleys.",Central,Adventure/Hiking,3,-,-,-,-,-,Yes,7.189037634,80.43472767,,,,,
Alagalla Mountain Range / Freedom Summit,Kegalle,A dramatic range popular for hiking and history; once used as a resistance base during colonial times. Ideal for trekking and scenic overlooks.,Central,Adventure/Hiking,3,-,-,-,-,-,Yes,7.254056506,80.44638892,,,,,
Kitulgala (Rafting & Jungle Camping),Kegalle,Known for white-water rafting on the Kelani River and rainforest adventures. Popular among thrill-seekers and nature campers alike.,Sabaragamuwa,Adventure/Nature,4,2500,1500,100,50,50,No,6.998120176,80.40575947,,,,,
Rantembe Dam,Kegalle,A hydroelectric dam on the Mahaweli River offering beautiful views. Visitors can learn about energy generation and enjoy the reservoir setting.,Central,Scenic/Engineering,1,-,-,-,-,-,Yes,7.198754352,80.94984337,,,,,
Kurulu Kale Forest Reserve & Bird Watching,Kegalle,A dense tropical forest home to over 60 bird species and other wildlife. Birdwatching trails are marked and ideal for eco-tourism.,Sabaragamuwa,Wildlife/Nature,2,-,-,-,-,-,Yes,7.257905867,80.35458429,,,,,
Elephant Freedom Project,Kegalle,An ethical elephant tourism initiative promoting free-roaming experiences. Visitors can walk with elephants and learn about sustainable care.,Sabaragamuwa,Wildlife/Education,2,2500,1250,200,100,100,No,7.267312018,80.38067204,,,,,
Saradiel Village,Kegalle,"A theme village narrating the story of Saradiel, the local Robin Hood of Sri Lanka. The site features life-sized exhibits and heritage reconstructions.",Central,Cultural/Historical,2,0,0,0,0,-,Yes,7.260187051,80.42253687,,,,,
Alagalla Range Viewpoints & Aranayake Trails,Kegalle,Offers stunning mountain viewpoints along rural trails. Perfect for hiking and absorbing local life in tea villages.,Central,Adventure/Scenic,3,-,-,-,-,-,Yes,7.298924403,80.47922902,,,,,
Palmyra & Rural Craft Village Visits,Kegalle,"Visit local villages known for handmade crafts, palmyra products, and eco-friendly lifestyles. Great for cultural interaction and shopping.",Sabaragamuwa,Cultural/Village,2,-,-,-,-,-,Yes,7.910398564,81.55657196,,,,,
Anuradhapura Ancient City,Anuradhapura,"A vast UNESCO World Heritage archaeological site featuring ruins of ancient Sri Lankan civilization including palaces, temples, and reservoirs. It is a cultural and historical treasure.",North Central,Historical,5,0,0,0,0,-,Yes,8.360413341,80.40139874,,,,,
Ruwanwelisaya Stupa,Anuradhapura,"One of the tallest ancient stupas, built by King Dutugemunu, symbolizing Buddhist devotion. A major pilgrimage site with impressive architecture and spiritual significance.",North Central,Religious,1,-,-,-,-,-,Yes,8.350161564,80.3961599,,,,,
Jetavanaramaya,Anuradhapura,An enormous ancient brick stupa once among the tallest structures globally. Its ruins offer insight into historic engineering and religious practices.,North Central,Historical,1,-,-,-,-,-,Yes,8.351847308,80.40361311,,,,,
Abhayagiri Monastery,Anuradhapura,A sprawling monastic complex that served as a center for Theravada and Mahayana Buddhism with extensive ruins to explore.,North Central,Religious,2,-,-,-,-,-,Yes,8.370981752,80.39519403,,,,,
Thuparamaya Stupa,Anuradhapura,"The oldest recorded stupa in Sri Lanka, built to enshrine the right collarbone of the Buddha. A site of deep religious reverence and historical value.",North Central,Religious,0.5,-,-,-,-,-,Yes,8.355567606,80.39646437,,,,,
Mirisawetiya Stupa,Anuradhapura,"A large stupa reconstructed multiple times, associated with Buddhist relics and royal patronage. It features a peaceful surrounding park area.",North Central,Religious,1,-,-,-,-,-,Yes,8.345122766,80.38899565,,,,,
Lankarama Stupa,Anuradhapura,"Known for its unique architectural style and location within the ancient city, it’s a quieter place for reflection.",North Central,Religious,0.5,-,-,-,-,-,Yes,8.365049,80.39167987,,,,,
Isurumuniya Temple,Anuradhapura,"Famous for its exquisite stone carvings including the Lovers sculpture, blending artistic heritage with religious significance.",North Central,Historical/Religious,1,-,-,-,-,-,Yes,8.334844749,80.39070897,,,,,
Sri Maha Bodhi,Anuradhapura,The sacred Bo tree grown from the original Bodhi tree under which Buddha attained enlightenment; a vital pilgrimage spot.,North Central,Religious,1,-,-,-,-,-,Yes,8.34486769,80.39720771,,,,,
Lovamahapaya,Anuradhapura,"Known as the Brazen Palace, a vast ancient structure once covered with copper sheets, showcasing royal architecture.",North Central,Historical,1,-,-,-,-,-,Yes,8.346174935,80.39785161,,,,,
Samadhi Buddha Statue,Anuradhapura,A serene meditation Buddha statue exemplifying ancient Sri Lankan sculpture and spiritual calm.,North Central,Religious/Art,0.5,-,-,-,-,-,Yes,8.370025148,80.39817185,,,,,
Kuttam Pokuna,Anuradhapura,Twin bathing ponds demonstrating advanced ancient hydraulic engineering and architectural elegance.,North Central,Historical,1,-,-,-,-,-,Yes,8.366236484,80.40343077,,,,,
Eth Pokuna,Anuradhapura,"Known as Elephant Pond, a large reservoir with historical importance for irrigation and local sustenance.",North Central,Historical/Nature,0.5,-,-,-,-,-,Yes,8.368509004,80.39074856,,,,,
Moonstone (Sandakada Pahana),Anuradhapura,"A semi-circular stone carving at the foot of stairs in ancient temples, illustrating intricate symbolic art representing Buddhist teachings.",North Central,Historical/Art,0.5,-,-,-,-,-,Yes,8.371691167,80.39199771,,,,,
Vessagiriya Forest Monastery,Anuradhapura,"Ruins of an ancient forest monastery located on a rock outcrop, offering views and insights into monastic life centuries ago.",North Central,Historical/Religious,1,-,-,-,-,-,Yes,8.328650327,80.3900114,,,,,
Naka Vihara,Anuradhapura,"A lesser-known monastic complex with archaeological ruins, reflecting the spiritual history of the city.",North Central,Religious,0.5,-,-,-,-,-,Yes,8.363271501,80.4054227,,,,,
Ranmasu Uyana,Anuradhapura,"Also called Royal Park, a historic garden area believed to be used by royalty for leisure and ceremonies, rich in ruins and greenery.",North Central,Historical,1,-,-,-,-,-,Yes,8.338655709,80.38982621,,,,,
Tissa Wewa & Nuwara Wewa,Anuradhapura,"Ancient man-made reservoirs integral to irrigation, providing scenic spots and a glimpse of ancient water management techniques.",North Central,Historical/Nature,1,-,-,-,-,-,Yes,8.340498047,80.3805458,,,,,
Royal Palace of King Vijayabahu I,Anuradhapura,"Ruins of the royal palace built by King Vijayabahu I, showcasing ancient Sri Lankan architecture and royal history. A significant archaeological and cultural site.",North Central,Historical,1,-,-,-,-,-,Yes,8.357970704,80.39889164,,,,,
Mahamevnawa Gardens,Anuradhapura,A tranquil Buddhist garden complex with meditation centers and beautiful landscaping for spiritual rejuvenation.,North Central,Religious,1,-,-,-,-,-,Yes,8.363660101,80.37402212,,,,,
Wilpattu National Park,Anuradhapura,"One of Sri Lanka’s largest national parks known for its leopard population, dry forest habitats, and seasonal lakes. Offers safaris to observe rich wildlife.",North Central,Nature/Wildlife,5,5000,2500,500,250,250,No,8.485058476,80.04627785,,,,,
Nachchaduwa Wewa,Anuradhapura,"A large ancient reservoir providing scenic views, birdwatching opportunities, and a glimpse into historic irrigation engineering.",North Central,Nature/Historical,1,-,-,-,-,-,Yes,8.252714466,80.48075402,,,,,
Kala Wewa Reservoir ,Anuradhapura,"A massive reservoir near Avukana, home to the famous giant Avukana Buddha statue carved out of granite rock, a masterpiece of ancient craftsmanship.",North Central,Historical/Religious,2,-,-,-,-,-,Yes,7.994246568,80.53981694,,,,,
 Avukana Buddha Statue,Anuradhapura,"A massive reservoir near Avukana, home to the famous giant Avukana Buddha statue carved out of granite rock, a masterpiece of ancient craftsmanship.",North Central,Historical/Religious,2,-,-,-,-,-,Yes,8.011459923,80.51266877,,,,,
Nuwara Wewa Lake Bund,Anuradhapura,"A peaceful tank bund perfect for sunset views and leisurely walks, reflecting ancient water management systems.",North Central,Nature,1,-,-,-,-,-,Yes,8.33872061,80.41635557,,,,,
Yoda Wewa,Anuradhapura,"An ancient reservoir significant for irrigation, surrounded by scenic natural landscapes, ideal for quiet exploration.",North Central,Historical/Nature,1,-,-,-,-,-,Yes,6.260535198,81.30975848,,,,,
Sela Cetiya,Anuradhapura,"A sacred ancient stupa built with stone, known for its religious importance and serene surroundings.",North Central,Religious,0.5,-,-,-,-,-,Yes,8.351565553,80.51783844,,,,,
Sila Cetiya,Anuradhapura,Another historic stone stupa in Anuradhapura with rich Buddhist heritage and architectural elegance.,North Central,Religious,0.5,-,-,-,-,-,Yes,8.357007015,80.39904035,,,,,
Naula Ancient Temple,Anuradhapura,Archaeological temple ruins near Anuradhapura that showcase ancient construction techniques and Buddhist art.,North Central,Historical,0.5,-,-,-,-,-,Yes,7.669971882,80.64582381,,,,,
Mihintale,Anuradhapura,"Known as the Cradle of Buddhism in Sri Lanka, it features ancient monasteries, stupas, and meditation caves set atop a scenic mountain.",North Central,Religious/Tourism,4,0,0,0,0,-,Yes,8.350396316,80.49997615,,,,,
Ambastala Dagaba,Anuradhapura,"An ancient stupa with traditional Buddhist architecture, located in a tranquil setting for worship and contemplation.",North Central,Religious,0.5,-,-,-,-,-,Yes,8.351556018,80.51785792,,,,,
Kantaka Cetiya,Anuradhapura,"A historic Buddhist stupa featuring intricate designs and important religious relics, offering visitors spiritual insight.",North Central,Religious,0.5,-,-,-,-,-,Yes,8.352245467,80.51375961,,,,,
Kaludiya Pokuna,Anuradhapura,A natural pond and archaeological site combining scenic beauty with ancient ruins and legend.,North Central,Nature/Historical,1,-,-,-,-,-,Yes,8.346761366,80.50847719,,,,,
Mahakanadarawa Reservoir & Buddhist Temple,Anuradhapura,"A peaceful reservoir area featuring a Buddhist temple nearby, offering scenic views and spiritual ambiance.",North Central,Nature/Religious,1,-,-,-,-,-,Yes,8.398359395,80.54309171,,,,,
Tantrimalai (Tantrimale Raja Maha Viharaya),Anuradhapura,"An ancient Buddhist temple complex located on a hill, known for its historical and archaeological significance.",North Central,Religious/Historical,2,-,-,-,-,-,Yes,8.573866915,80.25583952,,,,,
Vijithapura Raja Maha Viharaya,Anuradhapura,"Historical Buddhist temple ruins linked to the ancient kingdom of Vijithapura, offering cultural insights.",North Central,Historical/Religious,1,-,-,-,-,-,Yes,8.028325924,80.53153523,,,,,
Hatthikuchchi Viharaya,Anuradhapura,An ancient monastery site on the district border with ruins revealing monastic life and architecture.,North Central,Historical,1,-,-,-,-,-,Yes,8.063020061,80.24536407,,,,,
Somawathiya Stupa,Anuradhapura,"A revered Buddhist stupa on the northeastern edge of Anuradhapura, attracting many pilgrims and tourists.",North Central,Religious,1,-,-,-,-,-,Yes,8.121148281,81.1688479,,,,,
Mihintale Forest Trail,Anuradhapura,"A scenic nature trail offering hiking, birdwatching, and exploration of ancient sites near Mihintale.",North Central,Nature/Trekking,3,-,-,-,-,-,Yes,8.351606197,80.51587862,,,,,
Randeniya Temple Ruins,Anuradhapura,"Ruins of an ancient Buddhist temple, showcasing relics and architectural remains within a forested setting.",North Central,Historical,1,-,-,-,-,-,Yes,7.908782326,80.64231494,,,,,
Manikdena Archaeological Reserve,Anuradhapura,Protected archaeological reserve containing ruins and artifacts of ancient civilization near Anuradhapura.,North Central,Historical,2,-,-,-,-,-,Yes,7.767789852,80.64025,,,,,
Anuradhapura Folk Museum,Anuradhapura,"Museum dedicated to traditional rural life, crafts, and cultural history of the Anuradhapura region.",North Central,Cultural,1,-,-,-,-,-,Yes,8.349533109,80.39429747,,,,,
Passikudah Beach,Batticaloa,"Shallow, calm waters and soft sandy shores make this beach ideal for swimming, family outings, and water sports.",Eastern Province,Beach/Nature,2,-,-,-,-,-,Yes,7.935058383,81.56196889,,,,,
Uppuveli Beach,Batticaloa,"Wide sandy beach with gentle waves, popular for sunbathing, swimming, and nearby resorts offering amenities.",Eastern Province,Beach,2,-,-,-,-,-,Yes,8.60901626,81.22009865,,,,,
Kallady Beach,Batticaloa,"Scenic beach famous for its iconic bridge and serene lagoon views, blending natural beauty with local culture.",Eastern Province,Beach/Scenic,1,-,-,-,-,-,Yes,7.719542983,81.71873126,,,,,
Kaluwanchikudy Beach,Batticaloa,"Quiet beach perfect for peaceful walks and local fishing experiences, away from the tourist crowds.",Eastern Province,Beach,1,-,-,-,-,-,Yes,7.518072263,81.80699764,,,,,
Alayadivembu Beach,Batticaloa,"Undisturbed beach known for its natural beauty and calm surroundings, excellent for relaxation and nature walks.",Eastern Province,Beach,1,-,-,-,-,-,Yes,7.187579947,81.8615848,,,,,
Batticaloa Fort,Batticaloa,"Colonial-era fort with well-preserved ramparts, offering panoramic views of the lagoon and historic insight into the region.",Eastern Province,Historical,1,-,-,-,-,-,Yes,7.71203586,81.70208108,,,,,
Sittandy Shrine,Batticaloa,A serene Catholic pilgrimage site known for its spiritual atmosphere and annual religious events.,Eastern Province,Religious,1,-,-,-,-,-,Yes,7.83026572,81.55055934,,,,,
Maduru Oya National Park (partial extension),Batticaloa,"Protected wildlife park with diverse flora and fauna, offering safaris to see elephants, deer, and bird species.",Eastern Province,Nature/Wildlife,5,5000,2500,500,250,250,No,7.647805727,81.18686441,,,,,
Manmunai Bridge Area,Batticaloa,"Cultural spot near a river bridge, offering views of daily village life and traditional activities along the waterways.",Eastern Province,Cultural,1,-,-,-,-,-,Yes,7.638187758,81.73057909,,,,,
Kumana Bird Sanctuary,Batticaloa,"Shared sanctuary with Ampara district, famous for birdwatching and diverse wetland ecosystems supporting migratory birds.",Eastern Province,Nature/Wildlife,3,2000,1000,300,150,150,No,6.533984898,81.70558706,,,,,
Kallady Lagoon,Batticaloa,"A peaceful lagoon surrounded by mangroves and local fishing villages, ideal for boating and nature watching.",Eastern Province,Nature,2,-,-,-,-,-,Yes,7.721389087,81.70783147,,,,,
Batticaloa Lagoon,Batticaloa,"Extensive lagoon known for its biodiversity, traditional fishing practices, and stunning sunsets over the water.",Eastern Province,Nature/Cultural,2,-,-,-,-,-,Yes,7.567687728,81.68346167,,,,,
Valaichchenai Lagoon,Batticaloa,"Ecological area featuring mangroves and fishery communities, important for local biodiversity and coastal livelihoods.",Eastern Province,Nature/Cultural,2,-,-,-,-,-,Yes,7.930699337,81.53093926,,,,,
Kokkilai Sanctuary,Batticaloa,"Coastal sanctuary with rich mangroves and birdlife, perfect for eco-tourists and nature lovers interested in birdwatching.",Eastern Province,Nature/Wildlife,3,-,-,-,-,-,Yes,9.004079267,80.93171708,,,,,
Batticaloa Kali Amman Temple,Batticaloa,"Hindu temple devoted to Goddess Kali, central to local religious festivals and spiritual life in the community.",Eastern Province,Religious/Cultural,1,-,-,-,-,-,Yes,7.743900404,81.66793386,,,,,
Dutch Bay Sunset Point,Batticaloa,"Popular spot for watching spectacular sunsets over Dutch Bay, favored by photographers and visitors alike.",Eastern Province,Scenic,1,-,-,-,-,-,Yes,8.570640391,81.23816995,,,,,
Coral reefs near Uppuveli,Batticaloa,"Vibrant coral formations close to Uppuveli Beach, offering snorkeling opportunities to explore diverse marine ecosystems.",Eastern Province,Marine/Nature,3,-,-,-,-,-,Yes,8.556293575,81.24401349,,,,,
Old Batticaloa Lighthouse,Batticaloa,Historic coastal lighthouse providing panoramic ocean views and insight into the maritime history of the region.,Eastern Province,Historical/Scenic,1,-,-,-,-,-,Yes,7.759840354,81.67484464,,,,,
Kalutara Bodhiya,Kalutara,A revered Buddhist site housing a sacred Bo tree believed to be one of the 32 saplings from the original Sri Maha Bodhi. It's a peaceful spiritual destination along the Kalu River.,Western,Religious,1,0,0,0,0,0,Yes,6.587113122,79.96017792,,,,,
Richmond Castle,Kalutara,"A colonial-era mansion with British and Eastern architectural elements. Surrounded by gardens, it's a popular heritage attraction.",Western,Historical,1,500,250,100,50,50,No,6.60179792,79.9753241,,,,,
Brief Garden,Kalutara,"Designed by landscape artist Bevis Bawa, this estate combines art, nature, and architecture. It features sculptures, murals, and exotic flora.",Western,Garden,2,1000,500,300,150,150,No,6.457233209,80.03770381,,,,,
Pahiyangala / Fa-Hien Caves,Kalutara,A prehistoric cave complex believed to be one of the oldest human settlement sites in Asia. It offers archaeological significance and natural beauty.,Western,Historical,2,500,250,100,50,50,No,6.649073169,80.21625616,,,,,
Thudugala Ella Waterfall,Kalutara,"A scenic waterfall with a shallow pool at the base, ideal for a refreshing dip. An old colonial bungalow nearby adds to its charm.",Western,Nature,1,0,0,0,0,0,Yes,6.571133302,80.06085452,,,,,
Athwelthota Ella,Kalutara,"A hidden waterfall surrounded by dense greenery, perfect for nature lovers. The cool stream is suitable for a calm swim or picnic.",Western,Nature,1,0,0,0,0,0,Yes,6.545392549,80.2766467,,,,,
Ginigedara Ella,Kalutara,A small but charming waterfall located near rural villages. A peaceful environment for a brief natural retreat.,Western,Nature,1,0,0,0,0,0,Yes,6.604420531,80.17645204,,,,,
South Bolgoda Lake,Kalutara,"A large freshwater lake ideal for kayaking, birdwatching, and boat rides. The serene landscape supports a rich wetland ecosystem.",Western,Nature,2,0,0,0,0,-,Yes,6.770508389,79.9087108,,,,,
Kalu Ganga River Safari,Kalutara,"A boat ride through mangrove forests along the Kalu River, rich in flora and fauna. Great for photography and birdwatching.",Western,Adventure,2,1500,1000,700,400,400,No,6.726397238,80.19842993,,,,,
Kalutara Beach,Kalutara,"A quiet coastal stretch with golden sands and gentle waves, suitable for relaxation and walks. It's relatively uncrowded and peaceful.",Western,Beach,2,0,0,0,0,0,Yes,6.610826885,79.94758948,,,,,
Calido Beach,Kalutara,"A narrow stretch of sand between the Kalu Ganga and the ocean, offering unique coastal views. Popular among locals for evening walks.",Western,Beach,2,0,0,0,0,0,Yes,6.588014259,79.95499306,,,,,
Wadduwa Beach,Kalutara,"Known for its calm sea and palm-lined coastline, it's a relaxing beach destination. Local seafood stalls add to the experience.",Western,Beach,2,0,0,0,0,0,Yes,6.65265285,79.93104556,,,,,
Kande Viharaya,Kalutara,"Home to one of the tallest sitting Buddha statues in Sri Lanka. The temple complex has murals, statues, and peaceful meditation areas.",Western,Religious,1,0,0,0,0,0,Yes,6.449470343,80.00003504,,,,,
Asokaramaya Buddhist Temple,Kalutara,A quiet Buddhist temple known for its serene environment and spiritual ambiance. It's popular with devotees seeking inner peace.,Western,Religious,1,0,0,0,0,0,Yes,6.891272563,79.86452032,,,,,
Gangatilaka Viharaya,Kalutara,A prominent Buddhist shrine with religious significance in Kalutara town. Features impressive architecture and devotion rituals.,Western,Religious,1,0,0,0,0,0,Yes,6.651730055,80.04595165,,,,,
Bodhinagala Forest Hermitage,Kalutara,A peaceful forest monastery ideal for meditation retreats and spiritual solitude. Surrounded by a biodiversity-rich environment.,Western,Religious/Nature,2,0,0,0,0,0,Yes,6.727327883,80.161964,,,,,
